(Compounds Polynucleotides)	SMILES
CPD-14053	C[C@H](O)[C@H](O)[C@H]1(CNC2(/N=C(N)\NC(C(/N1)=2)=O))
CPD-15159	C[C@H](O)[C@H](O)[C@@H]1(/N=C2(C(/NC1)=N\C(/N)=N/C(=O)2))
CPD-18494	CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
CPD-17388	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
DIHYDROPTERIN-CH2OH-PP	C1(C(/COP(=O)([O-])OP(=O)([O-])[O-])=N\C2(/C(=O)NC(/N)=N/C(\N1)=2))
CPD-19144	CCCCCCCC\C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19147	CCCCCC\C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-13792	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)[O-]
CPD-19179	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]2(N3(C4(\N=C(N)/NC(=O)C(N[C@H]([C@](O)1[C@@H](O)2)3)=4))))
CPD0-2518	CC(=O)NCP(=O)([O-])O
CPD0-1074	C(P([O-])(=O)[O-])[NH3+]
FERULOYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/OC))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-7547	C(SC[C@H]([NH3+])C(=O)[O-])(CC1(\C2(\C(\N\C=1)=C/C=C\C=2)))=NO
CPD-21179	C(SC(/CC1(\C=C/C(/O)=C\C=1))=N/O)[C@H]([NH3+])C(=O)[O-]
CPD-7546	CSCCCC(\SC[C@H]([NH3+])C(=O)[O-])=N\O
CPDQT-408	CSCCCCCCC(/SC[C@H]([NH3+])C([O-])=O)=N\O
CPDQT-407	CSCCCCCC(/SC[C@H]([NH3+])C([O-])=O)=N\O
CPDQT-410	CSCCCCCCCCC(/SCC([NH3+])C([O-])=O)=N\O
CPDQT-409	CSCCCCCCCC(/SC[C@H]([NH3+])C([O-])=O)=N\O
CPDQT-406	CSCCCCC(/SC[C@H]([NH3+])C([O-])=O)=N\O
CPD-1861	C1(\NC2(/C=C\C=C/C(/C(\CC(/[S-])=N\O)=1)=2))
E-PHENYLITACONYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(/CC(=O)[O-])=C/C1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-1083	C/C=C(C)/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
MONOMETHYL-ESTER-OF-TRANS-ACONITATE	COC(=O)C(\CC(=O)[O-])=C/C(=O)[O-]
P-COUMAROYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
HYDROXY-METHYL-BUTENYL-DIP	CC(/CO)=C\COP(OP([O-])(=O)[O-])(=O)[O-]
CAFFEOYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
GLUTACONYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(/C=C/CC(=O)[O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-METHYLTHIOPROPYLHYDROXAMIC-ACID	CSCCCC(/S)=N\O
CPDQT-413	CSCCCCCCC(/S)=N\O
CPDQT-412	CSCCCCCC(/S)=N\O
CPDQT-415	CSCCCCCCCCC(/S)=N\O
CPDQT-414	CSCCCCCCCC(/S)=N\O
CPDQT-411	CSCCCCC(/S)=N\O
CPD-12634	C1(/NC2(/C=C\C=C/C(/C(/C(SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)C#N)=1)=2))
CPD-14704	CCCCCC(C(CC=O)SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)O
CPD-21160	CC2(\C(N1(N(C(/CSC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)=C(C)/C(=O)1)C(/C)=2))=O)
CPD0-930	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]5([C@H]([C@@H](O[C@H](CO[C@@]4(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]2(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@@H]1(O[C@H]([C@@H](CO)O)[C@@H](O)[C@H](O)[C@H](O)1))[C@H](O)2))[C@H](O[C@]3(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C3)C(=O)[O-])C4))[C@H]5OP([O-])([O-])=O)OC[C@@H]6([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O6))NC(C[C@H](OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)
CPD-237	C(N)(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
INDOLE_ACETATE_AUXIN	C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
INDOLE_PYRUVATE	C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
INDOLEYL-CPD	C(#N)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
KDO2-LIPID-IVA-COLD	CCCCCC\C=C/CCCCCCCC(O[C@@H](CC(=O)N[C@H]3([C@@H](O[C@H](CO[C@@]2(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O[C@]1(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C1)C(=O)[O-])C2))[C@H]([C@@H]3OC(=O)C[C@H](OC(=O)CCCCCCCCCCCCC)CCCCCCCCCCC)OP([O-])([O-])=O)OC[C@@H]4([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O4)))CCCCCCCCCCC)=O
SERYL-AMP	C(O)[C@H]([NH3+])C(=O)OP(OC[C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))([O-])=O
CPD-15435	C[C@@H](O)[C@@H](C([O-])=O)NC(=O)OP(OC[C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))([O-])=O
R-1-AMINOPROPAN-2-YL-PHOSPHATE	C[C@H](C[NH3+])OP(=O)([O-])[O-]
1-AMINO-PROPAN-2-OL	C[C@@H](O)C[NH3+]
1-KETO-2-METHYLVALERATE	CC[C@](O)(C)[C@H](C([O-])=O)O
CPD-17492	CC(C)C[C@H](C([O-])=O)O
CPD-11652	CC(C)C[C@@H](O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-12253	CC[C@@H](O)C(=O)[O-]
CPD-471	C[C@H](C[NH3+])C([O-])=O
CPD-335	C[C@H](CC([O-])=O)O
4-P-PANTOTHENATE	CC([C@H](C(=O)NCCC(=O)[O-])O)(COP([O-])([O-])=O)C
R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-]
CPD-11855	C[C@@](O)(CC(C(=O)[O-])=O)C([O-])=O
CPD-10353	C[C@@H](O)C(=O)C
CPD-18532	C([O-])(=O)[C@@H]([NH3+])[C@@H](O)C(=O)C1(/C=C\C=C/C(/N)=1)
CPD-31	C[C@](O)(C(=O)[O-])CC(=O)[O-]
GLYCERATE	C(=O)([O-])[C@H](O)CO
CPD-22292	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC([C@H](O)CO)=O)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
D-LACTATE	C[C@H](C([O-])=O)O
METHYL-MALONYL-COA	C[C@@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C([O-])=O
CPD-18539	C(=O)NC1(/C=C\C=C/C(/C(=O)[C@H](O)[C@H]([NH3+])C(=O)[O-])=1)
CPD-20799	C1(CC[C@@H](C([O-])=O)C[NH2+]1)
L-PANTOATE	CC(C)(CO)[C@H](C([O-])=O)O
PANTOTHENATE	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-]
CPD-11625	C1(N[C@@H](C(N)=O)C[NH2+]C1)
CPD-11622	C1([NH2+][C@@H](C([O-])=O)CNC1)
CPD-11632	CC(C)(C)NC(=O)[C@H]1(C[NH2+]CCN1)
CPD-11639	C1(CC[C@@H](C(N)=O)C[NH2+]1)
S-LACTOYL-GLUTATHIONE	C[C@@H](O)C(=O)SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
1-4-HYDROXYPHENYL-2-METHYLAMINOETHAN	C[NH2+]C[C@H](O)C1(\C=C/C(/O)=C\C=1)
BUTANEDIOL	C[C@H]([C@H](O)C)O
S-ALLANTOIN	C(=O)(N)N[C@H]1(NC(=O)NC(=O)1)
L-DELTA1-PYRROLINE_5-CARBOXYLATE	C1(\CC[C@H](\N=1)C(=O)[O-])
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE	C1(CC(/C([O-])=O)=N\[C@@H](C1)C([O-])=O)
2-ACETO-2-HYDROXY-BUTYRATE	CC[C@@](O)(C(=O)[O-])C(C)=O
2-ACETO-LACTATE	CC(=O)[C@](C)(O)C(=O)[O-]
ALLYSINE	C(=O)CCC[C@H]([NH3+])C(=O)[O-]
CPD0-1942	CC[C@H]([NH3+])C(=O)[O-]
CPD-15409	C[C@H](Cl)C(=O)[O-]
CPD-381	C(=O)([O-])[C@@H](O)CCC(=O)[O-]
CPD-5821	C([C@]1(O)(NC(=O)/N=C1/NC(N)=O))(=O)[O-]
CPD-466	C[C@@H](C[NH3+])C([O-])=O
CPD-19159	CCCCCC\C=C/CCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19151	CCCCCC\C=C/C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD0-1163	CCCCCCCC\C=C/C[C@H](O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
CPD-19168	CCCCCCCC\C=C/CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19154	CCCCCC\C=C/CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19155	CCCCCC\C=C/CCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19171	CCCCCCCC\C=C/CCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-HYDROXY-3-METHYL-GLUTARYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-12175	C[C@H](C([O-])=O)CO
CPD-12173	C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])CO
S-3-HYDROXYBUTANOYL-COA	C[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
CPD0-2244	CCCCCCC[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
CPD0-2107	CCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
CPD0-2232	CCCCCCCCCCCCC[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
OH-HEXANOYL-COA	CCC[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
CPD-22313	CCCCC[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
CPD0-2171	CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
2-KETO-3-METHYL-VALERATE	CC[C@H](C)C(=O)C([O-])=O
GLUTAMATE-1-SEMIALDEHYDE	C([C@H](CCC([O-])=O)[NH3+])=O
CPD-13722	CC[C@H](O)CC(=O)C(=O)[O-]
4-HYDROXY-2-KETOVALERATE	C[C@H](O)CC(=O)C([O-])=O
5-HYDROXYISOURATE	C2([C@]1(O)(NC(=O)NC/1=N/C(=O)N2))(=O)
DI-H-OROTATE	C1(C(=O)NC(=O)N[C@H](C(=O)[O-])1)
L-LACTATE	C[C@@H](C([O-])=O)O
MAL	C(=O)([O-])C[C@H](O)C([O-])=O
CH3-MALONATE-S-ALD	C[C@@H](C=O)C(=O)[O-]
CPD-653	C1(/N([C@@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))
CPD0-2474	C5(/N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))[C@@H](O)CCC(/C(=O)N)=5)
CPD-11624	C1(N[C@H](C(N)=O)C[NH2+]C1)
CPD-11623	C1(N[C@H](C(O)=O)CNC1)
CPD0-2298	[C@H](NC(N)=O)([NH3+])C(=O)[O-]
CPD-1091	[C@@H](O)(C([O-])=O)NC(N)=O
CPD-7545	C(=O)([O-])[C@@H]([NH3+])CSC(/CC1(\C=C/C=C\C=1))=N/O
PHENYLACETOTHIOHYDROXIMATE	C1(\C=C/C(\CC(\[S-])=N\O)=C\C=1)
CPD-20053	C1(\C=C(\C=C/C(\CC(\[S-])=N\O)=1)\O)
BILIVERDINE	C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C=C2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4))
CPD-18353	CCCCCC\C=C/CCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCCCC\C=C/CCCCCC)COP([O-])(=O)[O-])=O
CPD-85	CSCCC(C(\[O-])=C\O)=O
CPD0-1425	CCCCCCCCCCCCCC(=O)OC[C@@H](OC(CCCCCCCCCCCCC)=O)COP([O-])(=O)[O-]
DIHYDROXYNAPHTHOATE	C([O-])(=O)C1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD0-882	C[C@H](C([O-])=O)O[C@H]2([C@H](O)[C@H]1(CO[C@H](O1)[C@H](NC(C)=O)2))
CPD-17372	C(O)CCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])([O-])=O)O
CPD-19115	CCCCCCCC(=O)CC(C1(\C(\N)=C/C=C\C=1))=O
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)CNC1(/C=C\C=C/C(/C(=O)[O-])=1)
PHOSPHORIBOSYL-FORMIMINO-AICAR-P	C(OP([O-])(=O)[O-])[C@H]3(O[C@@H](/N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@@H]2(O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H](O)2)))[C@@H]([C@@H]3O)O)
PHOSPHORIBOSYL-AMP	C(OP([O-])(=O)[O-])[C@H]4(O[C@@H](N2(C(C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)COP([O-])([O-])=O)O)O))C(\N=C/2)=3))=N))[C@@H]([C@@H]4O)O)
PHOSPHORIBOSYL-ATP	C(OP([O-])(=O)[O-])[C@H]4(O[C@@H](N2(C(C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)COP([O-])(OP([O-])(OP([O-])([O-])=O)=O)=O)O)O))C(\N=C/2)=3))=N))[C@@H]([C@@H]4O)O)
NICOTINAMIDE_RIBOSE	C(O)[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)N))
CPD-8355	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](O)COP([O-])(=O)OCC[NH3+])=O
CPD-68	C([O-])(=O)C1([NH3+])(CC1)
CPD-22222	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@@H](O)COP([O-])([O-])=O
CPD-3744	CCCCS(=O)(=O)[O-]
CPD-14828	C([C@@H](O)COP([O-])(=O)[O-])OC(CCCCCCCCCCCCCCC(=O)[O-])=O
1-CARBOXYVINYL-CARBOXYPHOSPHONATE	C=C(C([O-])=O)OP(=O)(C(=O)[O-])[O-]
1-CHLORO-24-DINITROBENZENE	C1(/C=C(C(/[N+]([O-])=O)=C\C(\[N+]([O-])=O)=1)/Cl)
CPD-18351	CCCCCC\C=C/CCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)[O-])=O
CPD-18348	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])O
DEOXYXYLULOSE-5P	CC(=O)[C@@H](O)[C@H](O)COP([O-])(=O)[O-]
DIHYDROXY-BUTANONE-P	CC(=O)[C@H](O)COP(=O)([O-])[O-]
CPD-13172	C([O-])(=O)C1(O)(\C=C/CCC(=O)1)
CPD-20035	CN2(C(C3(\N=C/N([C@H]1(C[C@@H]([C@H](O1)COP([O-])([O-])=O)O))C(\N=C/2)=3))=N)
CPD-20036	CN2(C(C3(\N=C/N([C@H]1(C[C@@H]([C@H](O1)COP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O)O))C(\N=C/2)=3))=N)
CPD-18380	CCCCCC/C=C/CCCCCCCC(=O)O[C@H](COC(CCCCCCCCCCCCC)=O)COP([O-])(=O)[O-]
CPD-18379	CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
CPD-371	CCCCCCCC=O
OCTANOL	CCCCCCCCO
CPD-2183	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H](CO)O
L-1-LYSOPHOSPHATIDATE	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])([O-])=O)O
CPD-18352	CCCCCC/C=C/CCCCCCCCCC(O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)[O-])=O
CPD-18390	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(CCCCCCCCCCCCC)=O
CPD-18350	CCCCCCCCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCC/C=C/CCCCCC)COP([O-])(=O)[O-])=O
1-PALMITOYLGLYCEROL-3-PHOSPHATE	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
CPD-7682	C([C@@H]1(CCC\C=N/1))([O-])=O
DELTA1-PIPERIDEINE-2-CARBOXYLATE	C1(/N=C(CCC1)/C(=O)[O-])
CPD-665	CCC=O
CPD-6124	C1(CC\[NH+]=C/1)
DELTA1-PYRROLINE_2-CARBOXYLATE	C1(CCC(/C([O-])=O)=N\1)
CPD-1128	C1(/N=C(CC(O)1)/C([O-])=O)
CPD-17319	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(CCCCCCC\C=C/CCCCCCCC)=O
CPD-17273	CCCCCCCCCCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)[O-])=O
CPD0-1423	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(CCCCCCCCCCCCCCCCC)=O
CPD0-2113	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
CPD-17373	C(O)CCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/C\C=C/CCCCCO)COP([O-])(=O)[O-])=O
CPDQT-41	CSCCCCCCCCC(=O)C([O-])=O
16-HYDROXYPALMITATE	C(CCCCCCCCCCCCCCC([O-])=O)O
CPD-17621	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-17371	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC\C=C/C\C=C/CCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
18-HYDROXYOLEATE	C(O)CCCCCCC\C=C/CCCCCCCC(=O)[O-]
CPD-17370	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC\C=C/CCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-17640	C(O)CCCCCCCCCCCCCCCCC([O-])=O
CPD-17641	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
D-MYO-INOSITOL-1-MONOPHOSPHATE	[C@@H]1(O)([C@H](O)[C@@H](O)[C@H](OP([O-])(=O)[O-])[C@H](O)[C@H](O)1)
